On Supporting Efficient Snapshot Isolation for Hybrid Workloads with Multi-Versioned Indexes.,On Supporting Efficient Snapshot Isolation for Hybrid Workloads with Multi-Versioned Indexes.
Interleaved Multi-Vectorizing.,Interleaved Multi-Vectorizing.
"A Unified Optimization Algorithm For Solving ""Regret-Minimizing Representative"" Problems.","A Unified Optimization Algorithm For Solving ""Regret-Minimizing Representative"" Problems."
Pushing Data-Induced Predicates Through Joins in Big-Data Clusters.,Pushing Data-Induced Predicates Through Joins in Big-Data Clusters.
Discovery of Approximate (and Exact) Denial Constraints.,Discovery of Approximate (and Exact) Denial Constraints.
Deep Unsupervised Cardinality Estimation.,Deep Unsupervised Cardinality Estimation.
Free Gap Information from the Differentially Private Sparse Vector and Noisy Max Mechanisms.,Free Gap Information from the Differentially Private Sparse Vector and Noisy Max Mechanisms.
An End-to-End Learning-based Cost Estimator.,An End-to-End Learning-based Cost Estimator.
Last-Mile Delivery Made Practical: An Efficient Route Planning Framework with Theoretical Guarantees.,Last-Mile Delivery Made Practical: An Efficient Route Planning Framework with Theoretical Guarantees.
Database Processing-in-Memory: An Experimental Study.,Database Processing-in-Memory: An Experimental Study.
Incorporating Super-Operators in Big-Data Query Optimizers.,Incorporating Super-Operators in Big-Data Query Optimizers.
Efficient Progressive Minimum k-core Search.,Efficient Progressive Minimum k-core Search.
Harmonia: Near-Linear Scalability for Replicated Storage with In-Network Conflict Detection.,Harmonia: Near-Linear Scalability for Replicated Storage with In-Network Conflict Detection.
Learning to Sample: Counting with Complex Queries.,Learning to Sample: Counting with Complex Queries.
Return of the Lernaean Hydra: Experimental Evaluation of Data Series Approximate Similarity Search.,Return of the Lernaean Hydra: Experimental Evaluation of Data Series Approximate Similarity Search.
